recipe_id,recipe_name,legacy_recipe_name,category,cuisine_inspiration,difficulty,servings,prep_minutes,cook_minutes,ingredients,method,why_this_works_for_tha,planner_readability_notes,acquisition_lane,acquisition_type,meal_source_type,collection,import_key,slug
THA-245,"Spanish-style Tofu, Broccoli & Courgette Noodle Bowl",,dinner,Spanish-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
280g firm tofu, cubed
250g broccoli, chopped
250g courgette, chopped
250g buckwheat
1 tsp smoked paprika
1 tsp parsley
1 tbsp low-salt soy sauce or tamari
Juice of 1 lime
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add tofu, broccoli and courgette, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the buckwheat as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Tofu, broccoli, courgette and buckwheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains tofu
contains broccoli
contains courgette
contains buckwheat
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-245,Spanish-style-tofu-broccoli-courgette-noodle-bowl
THA-246,"Indian-style Chicken Thigh, Red Pepper & Cabbage Skillet 2",,dinner,Indian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g red pepper, chopped
250g cabbage, chopped
250g potato
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, red pepper and cabbage, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by red pepper, cabbage and potato, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains red pepper
contains cabbage
contains potato
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-246,Indian-style-chicken-thigh-red-pepper-cabbage-skillet-2
THA-247,"Indonesian-style Edamame, Tomato & Swede One-Pot",,dinner,Indonesian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g edamames
250g tomato, chopped
250g swede, chopped
250g brown basmati rice
1 tsp ginger
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add edamame, tomato and swede, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the brown basmati rice as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Edamame, tomato, swede and brown basmati rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains edamame
contains tomato
contains swede
contains brown basmati rice
mild base recipe
batch-cook friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-247,Indonesian-style-edamame-tomato-swede-one-pot
THA-248,"Ethiopian-style Cannellini Bean, Peas & Onion Stew",,dinner,Ethiopian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin cannellini beans, drained
250g peas, chopped
250g onion, chopped
250g bulgur wheat
1 tsp paprika
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add cannellini bean, peas and onion, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the bulgur wheat as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Cannellini Bean, peas, onion and bulgur wheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains cannellini bean
contains peas
contains onion
contains bulgur wheat
mild base recipe
batch-cook friendly
freezer friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-248,Ethiopian-style-cannellini-bean-peas-onion-stew
THA-249,"Australian Cafe-style Chicken Thigh, Cabbage & Tomato Rice Bowl 2",,dinner,Australian cafe-inspired,easy,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g cabbage, chopped
250g tomato, chopped
250g wholewheat noodles
1 tsp lemon
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, cabbage and tomato, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat noodles as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by cabbage, tomato and wholewheat noodles, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains cabbage
contains tomato
contains wholewheat noodles
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-249,australian-Cafe-style-chicken-thigh-cabbage-tomato-rice-bowl-2
THA-250,"Spanish-style Kidney Bean, Radish & Spring Onion Noodle Bowl",,dinner,Spanish-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin kidney beans, drained
250g radish, chopped
250g spring onion, chopped
250g sweet potato
1 tsp smoked paprika
1 tsp parsley
1 tbsp low-salt soy sauce or tamari
Juice of 1 lime
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add kidney bean, radish and spring onion, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the sweet potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Kidney Bean, radish, spring onion and sweet potato create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains kidney bean
contains radish
contains spring onion
contains sweet potato
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-250,Spanish-style-kidney-bean-radish-spring-onion-noodle-bowl
THA-251,"Indian-style Chickpea, Butternut Squash & Kale Skillet",,dinner,Indian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin chickpeas, drained
250g butternut squash, chopped
250g kale, chopped
250g brown rice
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chickpea, butternut squash and kale, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the brown rice as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Chickpea, butternut squash, kale and brown rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains chickpea
contains butternut squash
contains kale
contains brown rice
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-251,Indian-style-chickpea-butternut-squash-kale-skillet
THA-252,"Indonesian-style Chicken Thigh, Parsnip & Broccoli One-Pot 2",,dinner,Indonesian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g parsnip, chopped
250g broccoli, chopped
250g pearl barley
1 tsp ginger
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, parsnip and broccoli, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the pearl barley as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by parsnip, broccoli and pearl barley, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains parsnip
contains broccoli
contains pearl barley
mild base recipe
batch-cook friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-252,Indonesian-style-chicken-thigh-parsnip-broccoli-one-pot-2
THA-253,"Ethiopian-style Lentil, Asparagus & Leek Stew",,dinner,Ethiopian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin lentils, drained
250g asparagus, chopped
250g leek, chopped
250g wholemeal flatbread
1 tsp paprika
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add lentil, asparagus and leek, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholemeal flatbread as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Lentil, asparagus, leek and wholemeal flatbread create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains lentil
contains asparagus
contains leek
contains wholemeal flatbread
mild base recipe
batch-cook friendly
freezer friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-253,Ethiopian-style-lentil-asparagus-leek-stew
THA-254,"Australian Cafe-style Split Pea, Celery & Cucumber Rice Bowl",,dinner,Australian cafe-inspired,easy,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g split peas
250g celery, chopped
250g cucumber, chopped
250g oats
1 tsp lemon
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add split pea, celery and cucumber, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the oats as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Split Pea, celery, cucumber and oats create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains split pea
contains celery
contains cucumber
contains oats
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-254,australian-Cafe-style-split-pea-celery-cucumber-rice-bowl
THA-255,"Spanish-style Chicken Thigh, Broccoli & Asparagus Noodle Bowl 3",,dinner,Spanish-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g broccoli, chopped
250g asparagus, chopped
250g wholewheat pasta
1 tsp smoked paprika
1 tsp parsley
1 tbsp low-salt soy sauce or tamari
Juice of 1 lime
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, broccoli and asparagus, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat pasta as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by broccoli, asparagus and wholewheat pasta, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains broccoli
contains asparagus
contains wholewheat pasta
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-255,Spanish-style-chicken-thigh-broccoli-asparagus-noodle-bowl-3
THA-256,"Indian-style Tofu, Red Pepper & Carrot Skillet",,dinner,Indian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
280g firm tofu, cubed
250g red pepper, chopped
250g carrot, chopped
250g quinoa
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add tofu, red pepper and carrot, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the quinoa as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Tofu, red pepper, carrot and quinoa create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains tofu
contains red pepper
contains carrot
contains quinoa
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-256,Indian-style-tofu-red-pepper-carrot-skillet
THA-257,"Indonesian-style Black Bean, Tomato & Sweetcorn One-Pot",,dinner,Indonesian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin black beans, drained
250g tomato, chopped
250g sweetcorn, chopped
250g wholegrain wrap
1 tsp ginger
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add black bean, tomato and sweetcorn, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholegrain wrap as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Black Bean, tomato, sweetcorn and wholegrain wrap create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains black bean
contains tomato
contains sweetcorn
contains wholegrain wrap
mild base recipe
batch-cook friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-257,Indonesian-style-black-bean-tomato-sweetcorn-one-pot
THA-258,"Ethiopian-style Chicken Thigh, Peas & Butternut Squash Stew 3",,dinner,Ethiopian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g peas, chopped
250g butternut squash, chopped
250g wholegrain bread
1 tsp paprika
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, peas and butternut squash, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholegrain bread as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by peas, butternut squash and wholegrain bread, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains peas
contains butternut squash
contains wholegrain bread
mild base recipe
batch-cook friendly
freezer friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-258,Ethiopian-style-chicken-thigh-peas-butternut-squash-stew-3
THA-259,"Australian Cafe-style Cannellini Bean, Cabbage & Beetroot Rice Bowl",,dinner,Australian cafe-inspired,easy,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin cannellini beans, drained
250g cabbage, chopped
250g beetroot, chopped
250g wholewheat couscous
1 tsp lemon
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add cannellini bean, cabbage and beetroot, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat couscous as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Cannellini Bean, cabbage, beetroot and wholewheat couscous create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains cannellini bean
contains cabbage
contains beetroot
contains wholewheat couscous
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-259,australian-Cafe-style-cannellini-bean-cabbage-beetroot-rice-bowl
THA-260,"Spanish-style Green Pea, Radish & Courgette Noodle Bowl",,dinner,Spanish-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g green peas
250g radish, chopped
250g courgette, chopped
250g buckwheat
1 tsp smoked paprika
1 tsp parsley
1 tbsp low-salt soy sauce or tamari
Juice of 1 lime
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add green pea, radish and courgette, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the buckwheat as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Green Pea, radish, courgette and buckwheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains green pea
contains radish
contains courgette
contains buckwheat
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-260,Spanish-style-green-pea-radish-courgette-noodle-bowl
THA-261,"Indian-style Chicken Thigh, Butternut Squash & Cabbage Skillet 3",,dinner,Indian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g butternut squash, chopped
250g cabbage, chopped
250g potato
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, butternut squash and cabbage, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by butternut squash, cabbage and potato, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains butternut squash
contains cabbage
contains potato
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-261,Indian-style-chicken-thigh-butternut-squash-cabbage-skillet-3
THA-262,"Indonesian-style Chickpea, Parsnip & Swede One-Pot",,dinner,Indonesian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin chickpeas, drained
250g parsnip, chopped
250g swede, chopped
250g brown basmati rice
1 tsp ginger
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chickpea, parsnip and swede, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the brown basmati rice as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Chickpea, parsnip, swede and brown basmati rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains chickpea
contains parsnip
contains swede
contains brown basmati rice
mild base recipe
batch-cook friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-262,Indonesian-style-chickpea-parsnip-swede-one-pot
THA-263,"Ethiopian-style Haricot Bean, Asparagus & Onion Stew",,dinner,Ethiopian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin haricot beans, drained
250g asparagus, chopped
250g onion, chopped
250g bulgur wheat
1 tsp paprika
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add haricot bean, asparagus and onion, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the bulgur wheat as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Haricot Bean, asparagus, onion and bulgur wheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains haricot bean
contains asparagus
contains onion
contains bulgur wheat
mild base recipe
batch-cook friendly
freezer friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-263,Ethiopian-style-haricot-bean-asparagus-onion-stew
THA-264,"Australian Cafe-style Chicken Thigh, Celery & Tomato Rice Bowl 3",,dinner,Australian cafe-inspired,easy,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g celery, chopped
250g tomato, chopped
250g wholewheat noodles
1 tsp lemon
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, celery and tomato, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat noodles as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by celery, tomato and wholewheat noodles, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains celery
contains tomato
contains wholewheat noodles
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-264,australian-Cafe-style-chicken-thigh-celery-tomato-rice-bowl-3
THA-265,"Spanish-style Split Pea, Broccoli & Spring Onion Noodle Bowl",,dinner,Spanish-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g split peas
250g broccoli, chopped
250g spring onion, chopped
250g sweet potato
1 tsp smoked paprika
1 tsp parsley
1 tbsp low-salt soy sauce or tamari
Juice of 1 lime
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add split pea, broccoli and spring onion, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the sweet potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Split Pea, broccoli, spring onion and sweet potato create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains split pea
contains broccoli
contains spring onion
contains sweet potato
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-265,Spanish-style-split-pea-broccoli-spring-onion-noodle-bowl
THA-266,"Indian-style Butter Bean, Red Pepper & Kale Skillet",,dinner,Indian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin butter beans, drained
250g red pepper, chopped
250g kale, chopped
250g brown rice
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add butter bean, red pepper and kale, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the brown rice as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Butter Bean, red pepper, kale and brown rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains butter bean
contains red pepper
contains kale
contains brown rice
mild base recipe",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-266,Indian-style-butter-bean-red-pepper-kale-skillet
THA-267,"Indonesian-style Chicken Thigh, Tomato & Broccoli One-Pot 3",,dinner,Indonesian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
300g quality chicken thigh
250g tomato, chopped
250g broccoli, chopped
250g pearl barley
1 tsp ginger
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add chicken thigh, tomato and broccoli, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the pearl barley as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","A modest amount of quality chicken thigh supports a plate led by tomato, broccoli and pearl barley, keeping the meal plant-forward while still familiar.","category: dinner
contains chicken thigh
contains tomato
contains broccoli
contains pearl barley
mild base recipe
batch-cook friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-267,Indonesian-style-chicken-thigh-tomato-broccoli-one-pot-3
THA-268,"Ethiopian-style Black Bean, Peas & Leek Stew",,dinner,Ethiopian-inspired,medium,4,15,35,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin black beans, drained
250g peas, chopped
250g leek, chopped
250g wholemeal flatbread
1 tsp paprika
1 tsp turmeric
1 tbsp tomato purée
1 x 400g tin chopped tomatoes
500ml low-salt stock or water
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add black bean, peas and leek, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholemeal flatbread as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Black Bean, peas, leek and wholemeal flatbread create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: dinner
contains black bean
contains peas
contains leek
contains wholemeal flatbread
mild base recipe
batch-cook friendly
freezer friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-268,Ethiopian-style-black-bean-peas-leek-stew
